usuario_id,ingreso_mensual,gasto_mensual_promedio,deuda_mensual,ahorro_mensual_estimado,porcentaje_gastos_ingreso,nivel_endeudamiento,porcentaje_ahorro_ingreso,frecuencia_ahorro,perfil_financiero,estado,ratio_gasto_ingreso,ratio_deuda_ingreso,ratio_ahorro_ingreso,margen_mensual_estimado,cantidad_transacciones,monto_total,monto_promedio_transaccion,monto_mediano,monto_maximo,desviacion_montos,cantidad_recurrentes,cantidad_transacciones_grandes,categorias_distintas,ratio_deuda_ingreso_calculado,ratio_gasto_ingreso_calculado,ratio_ahorro_ingreso_calculado
USR0016,2667.45,2046.72,394.39,226.34,76.73,14.79,8.49,Baja,En observación,ACTIVO,0.7672946072091323,0.14785281823464358,0.08485257455622412,226.3399999999998,75,56570.06,754.2674666666667,275.06,2678.3,901.0141115853445,29,32,13,0.14785281823464358,0.7672946072091323,0.08485257455622412
USR0017,2803.61,1645.24,1158.78,-0.4,58.68,41.33,-0.01,Nunca,En riesgo,ACTIVO,0.5868291238795695,0.41331711614668226,-0.00014267319634328598,-0.4099999999998545,72,53386.2,741.4749999999999,162.69,3499.4,1054.0123421425067,33,27,12,0.41331711614668226,0.5868291238795695,-0.00014267319634328598
USR0018,2539.44,1928.35,477.64,133.45,75.94,18.81,5.26,Baja,En observación,ACTIVO,0.7593603314116497,0.18808871247204106,0.052550956116309104,133.45000000000016,75,53613.54,714.8472,257.62,2577.48,863.48519375334,29,30,14,0.18808871247204106,0.7593603314116497,0.052550956116309104
USR0019,1599.39,1427.76,249.75,-78.13,89.27,15.62,-4.88,Nunca,En riesgo,ACTIVO,0.8926903381914354,0.15615328343931123,-0.04884987401446801,-78.11999999999989,72,36325.8,504.52500000000003,183.53,1846.15,580.7616447123673,31,32,11,0.15615328343931123,0.8926903381914354,-0.04884987401446801
USR0020,3677.25,3428.25,415.81,-166.8,93.23,11.31,-4.54,Nunca,En riesgo,ACTIVO,0.932286355292678,0.11307634781426337,-0.04535998368345911,-166.81,76,85266.01,1121.9211842105262,464.955,3645.97,1235.2057082521026,26,31,14,0.11307634781426337,0.932286355292678,-0.04535998368345911
USR0021,4028.63,1526.29,241.45,2260.88,37.89,5.99,56.12,Alta,Saludable,ACTIVO,0.3788608037968242,0.059933525789164055,0.5612031881805973,2260.8900000000003,75,66659.1,888.7880000000001,208.73,4017.99,1371.6556139029037,27,29,14,0.059933525789164055,0.3788608037968242,0.5612031881805973
USR0022,1325.91,927.88,174.68,223.35,69.98,13.17,16.85,Media,En observación,ACTIVO,0.6998061708562421,0.131743481835117,0.16845034730864084,223.35000000000008,75,27045.37,360.6049333333333,155.65,1327.86,452.74618778036955,27,23,11,0.131743481835117,0.6998061708562421,0.16845034730864084
USR0023,2800.4,1890.87,381.94,527.59,67.52,13.64,18.84,Media,En observación,ACTIVO,0.6752142551064133,0.1363876589058706,0.18839808598771604,527.5900000000001,78,56295.32,721.7348717948718,222.995,3892.33,1008.9601507901345,26,29,15,0.1363876589058706,0.6752142551064133,0.18839808598771604
USR0024,1764.64,1342.24,317.46,104.94,76.06,17.99,5.95,Baja,En observación,ACTIVO,0.7606310635597062,0.17990071629340826,0.05946822014688548,104.94000000000011,73,37282.6,510.72054794520545,105.51,3124.45,726.0948806264356,31,33,12,0.17990071629340826,0.7606310635597062,0.05946822014688548
USR0025,4423.67,3502.45,1352.13,-430.91,79.18,30.57,-9.74,Nunca,En riesgo,ACTIVO,0.7917520972405265,0.30565797177456727,-0.0974100690150938,-430.90999999999985,74,95113.42,1285.3164864864864,607.345,4476.87,1500.8239549089633,29,23,12,0.30565797177456727,0.7917520972405265,-0.0974100690150938
USR0026,4818.71,3819.75,1213.93,-214.97,79.27,25.19,-4.46,Nunca,En riesgo,ACTIVO,0.7926914049610788,0.2519201197000857,-0.044611524661164505,-214.97000000000003,77,103661.58,1346.2542857142857,460.78,4776.74,1601.9283224695403,28,33,14,0.2519201197000857,0.7926914049610788,-0.044611524661164505
USR0027,2213.7,1599.9,1100.3,-486.51,72.27,49.7,-21.98,Nunca,En riesgo,ACTIVO,0.7227266567285541,0.4970411528210688,-0.2197723268735601,-486.5000000000002,75,45763.17,610.1756,267.75,2186.55,729.8210168165447,28,25,14,0.4970411528210688,0.7227266567285541,-0.2197723268735601
USR0028,2933.56,2624.61,117.51,191.44,89.47,4.01,6.53,Baja,En observación,ACTIVO,0.8946842743969785,0.04005713194889486,0.06525859365412673,191.43999999999983,75,66698.05,889.3073333333334,459.35,2906.47,972.8588648124372,29,22,14,0.04005713194889486,0.8946842743969785,0.06525859365412673
USR0029,5563.87,3285.45,864.93,1413.5,59.05,15.55,25.4,Alta,Saludable,ACTIVO,0.5904972617979931,0.1554547464264981,0.2540497890856544,1413.4900000000002,73,106191.83,1454.682602739726,477.34,5734.69,1920.8124287712994,28,28,12,0.1554547464264981,0.5904972617979931,0.2540497890856544
USR0030,3209.06,1897.48,504.51,807.07,59.13,15.72,25.15,Alta,Saludable,ACTIVO,0.5912884146759487,0.1572142621203717,0.2514973232036796,807.0699999999999,73,61278.43,839.4305479452055,304.04,3263.38,1110.247540873819,26,25,13,0.1572142621203717,0.5912884146759487,0.2514973232036796
USR0031,4113.5,1788.66,35.79,2289.05,43.48,0.87,55.65,Alta,Saludable,ACTIVO,0.4348267898383372,0.008700619910052266,0.5564725902516106,2289.05,72,70825.9,983.6930555555555,340.19,4187.82,1455.1879395368942,31,19,12,0.008700619910052266,0.4348267898383372,0.5564725902516106
USR0032,2189.64,1582.8,508.89,97.94,72.29,23.24,4.47,Baja,En observación,ACTIVO,0.7228585520907547,0.23240806707951994,0.0447288138689465,97.94999999999993,76,45269.299999999996,595.6486842105263,244.125,2201.64,741.3519279970291,33,27,14,0.23240806707951994,0.7228585520907547,0.0447288138689465
USR0033,5716.84,5138.44,1479.6,-901.21,89.88,25.88,-15.76,Nunca,En riesgo,ACTIVO,0.8988252251243694,0.25881431000342847,-0.1576412843458974,-901.1999999999994,74,130263.36,1760.3156756756757,829.6,5812.82,1936.0692590840042,27,28,13,0.25881431000342847,0.8988252251243694,-0.1576412843458974
USR0034,2056.28,1850.87,292.57,-87.16,90.01,14.23,-4.24,Nunca,En riesgo,ACTIVO,0.9001060166903339,0.14228120683953546,-0.04238722352986947,-87.15999999999968,72,46885.81,651.1918055555556,302.87,2092.79,723.7707620672822,32,28,11,0.14228120683953546,0.9001060166903339,-0.04238722352986947
USR0035,4883.85,3388.12,297.31,1198.42,69.37,6.09,24.54,Alta,En observación,INACTIVO,0.6937395702161204,0.06087615303500312,0.2453842767488764,1198.4200000000005,73,99263.56,1359.7747945205479,513.97,4903.73,1642.5154447744246,31,31,13,0.06087615303500312,0.6937395702161204,0.2453842767488764
USR0036,2521.26,1436.75,1299.03,-214.51,56.99,51.52,-8.51,Nunca,En riesgo,INACTIVO,0.5698539619079349,0.5152304799980961,-0.08508047563519826,-214.51999999999975,73,47496.1,650.6315068493151,116.56,6845.51,1164.2303907346682,21,25,13,0.5152304799980961,0.5698539619079349,-0.08508047563519826
USR0037,2688.9,1754.12,521.12,413.66,65.24,19.38,15.38,Media,En observación,ACTIVO,0.6523559820000743,0.19380415783405852,0.1538398601658671,413.6600000000002,75,53316.15,710.8820000000001,198.49,2635.76,938.0249622535698,27,30,13,0.19380415783405852,0.6523559820000743,0.1538398601658671
USR0038,3354.42,2316.74,258.24,779.44,69.07,7.7,23.24,Alta,En observación,ACTIVO,0.6906529295675555,0.07698499293469512,0.23236207749774926,779.4400000000003,72,68053.96,945.193888888889,491.145,3483.76,1146.963664512274,29,19,12,0.07698499293469512,0.6906529295675555,0.23236207749774926
USR0039,3113.53,2492.04,1333.52,-712.03,80.04,42.83,-22.87,Nunca,En riesgo,ACTIVO,0.8003905534875205,0.42829842654478995,-0.22868898003231056,-712.0299999999997,75,67266.75,896.89,308.38,6950.34,1271.321631442246,29,22,12,0.42829842654478995,0.8003905534875205,-0.22868898003231056
USR0040,2147.98,1685.77,362.18,100.03,78.48,16.86,4.66,Baja,En riesgo,ACTIVO,0.784816432182795,0.16861423290719654,0.046569334910008475,100.03000000000003,73,46004.93,630.2045205479452,268.78,2198.71,739.3606421204612,34,27,13,0.16861423290719654,0.784816432182795,0.046569334910008475
USR0041,4896.63,2761.21,829.82,1305.6,56.39,16.95,26.66,Alta,Saludable,ACTIVO,0.563900070048176,0.16946757259584655,0.26663235735597746,1305.6,78,91894.09,1178.1293589743589,388.88,4759.89,1593.3967798902192,29,27,15,0.16946757259584655,0.563900070048176,0.26663235735597746
USR0042,4921.67,3187.69,708.76,1025.22,64.77,14.4,20.83,Alta,En observación,ACTIVO,0.6476846273724163,0.1440080297947648,0.20830734283281893,1025.22,78,97312.4,1247.5948717948718,590.4649999999999,4734.05,1543.4288694069496,28,27,15,0.1440080297947648,0.6476846273724163,0.20830734283281893
USR0043,3993.01,2916.17,834.78,242.06,73.03,20.91,6.06,Baja,En observación,INACTIVO,0.7303187319841423,0.2090603329317983,0.06062093508405939,242.06000000000017,75,82910.12,1105.4682666666665,463.86,3982.01,1326.2140246310305,33,28,12,0.2090603329317983,0.7303187319841423,0.06062093508405939
USR0044,2274.7,1590.24,990.92,-306.46,69.91,43.56,-13.47,Nunca,En riesgo,ACTIVO,0.699098782257001,0.4356266760451928,-0.1347254583021937,-306.46000000000015,72,46379.24,644.156111111111,275.23,2328.05,803.4870132408086,32,25,12,0.4356266760451928,0.699098782257001,-0.1347254583021937
USR0045,3823.89,2036.7,503.86,1283.32,53.26,13.18,33.56,Alta,Saludable,ACTIVO,0.5326251539662491,0.13176634265106998,0.33560588824469323,1283.33,74,70327.03,950.3652702702702,286.53499999999997,3843.49,1308.4226283218738,31,27,14,0.13176634265106998,0.5326251539662491,0.33560588824469323
USR0046,2312.42,1354.33,109.93,848.16,58.57,4.75,36.68,Alta,Saludable,ACTIVO,0.5856764774565174,0.04753894188771936,0.3667845806557632,848.1600000000001,72,44001.06,611.1258333333333,247.465,2374.79,811.5142788478487,34,25,11,0.04753894188771936,0.5856764774565174,0.3667845806557632
USR0047,3672.76,2290.63,397.1,985.03,62.37,10.81,26.82,Alta,En observación,ACTIVO,0.623680828586676,0.10812032368028404,0.26819884773304,985.0300000000001,76,71560.66,941.5876315789474,316.125,3637.9,1212.0872652796013,32,30,14,0.10812032368028404,0.623680828586676,0.26819884773304
USR0048,2536.88,1566.06,409.87,560.95,61.73,16.16,22.11,Alta,En observación,ACTIVO,0.617317334678818,0.16156459903503514,0.22111806628614677,560.9500000000002,75,49235.24,656.4698666666667,219.75,2466.73,838.1617137626542,28,26,12,0.16156459903503514,0.617317334678818,0.22111806628614677
USR0049,6822.08,2984.91,16.89,3820.27,43.75,0.25,56.0,Alta,Saludable,ACTIVO,0.4375366457150898,0.002475784511468643,0.5599861039448379,3820.28,73,117683.86,1612.1076712328768,432.66,7040.53,2384.302056299425,28,26,13,0.002475784511468643,0.4375366457150898,0.5599861039448379
USR0050,2546.32,1979.23,590.63,-23.54,77.73,23.2,-0.92,Nunca,En riesgo,ACTIVO,0.7772903641333375,0.23195434980677995,-0.009244713940117503,-23.53999999999985,75,54306.6,724.088,326.5,2512.37,847.9581747637369,26,24,14,0.23195434980677995,0.7772903641333375,-0.009244713940117503
USR0051,3350.02,2713.11,860.62,-223.71,80.99,25.69,-6.68,Nunca,En riesgo,INACTIVO,0.8098787469925554,0.2568999588062161,-0.06677870579877135,-223.71000000000015,74,72757.63,983.2112162162163,295.03999999999996,3415.21,1200.1433992823384,33,30,13,0.2568999588062161,0.8098787469925554,-0.06677870579877135
USR0052,4967.92,4858.24,317.11,-207.43,97.79,6.38,-4.18,Nunca,En riesgo,ACTIVO,0.977922349796293,0.06383154318104961,-0.04175389297734263,-207.42999999999972,75,117913.98,1572.1864,799.51,7732.77,1795.7069615994878,33,27,12,0.06383154318104961,0.977922349796293,-0.04175389297734263
USR0053,2007.97,1638.81,199.75,169.41,81.62,9.95,8.44,Baja,En observación,ACTIVO,0.8161526317624267,0.09947857786719921,0.08436879037037405,169.41000000000008,74,43761.36,591.3697297297298,318.81500000000005,2020.52,681.1323998684918,27,22,14,0.09947857786719921,0.8161526317624267,0.08436879037037405
USR0054,2660.56,2066.17,1299.14,-704.75,77.66,48.83,-26.49,Nunca,En riesgo,ACTIVO,0.776592146014373,0.4882956971464655,-0.2648878431608383,-704.7500000000002,72,56720.75,787.7881944444445,407.32,2719.6,938.291421160534,29,22,12,0.4882956971464655,0.776592146014373,-0.2648878431608383
USR0055,5891.6,2891.1,158.18,2842.33,49.07,2.68,48.24,Alta,Saludable,ACTIVO,0.49071559508452706,0.02684839432412248,0.4824377079231448,2842.3200000000006,73,105392.44,1443.7320547945205,326.42,5982.04,2112.736745771517,31,29,13,0.02684839432412248,0.49071559508452706,0.4824377079231448
USR0056,3923.72,3531.08,1348.4,-955.76,89.99,34.37,-24.36,Nunca,En riesgo,ACTIVO,0.8999316974707675,0.34365347170542243,-0.24358516917618994,-955.7600000000002,76,89457.64,1177.0742105263157,635.0799999999999,4805.23,1403.8633700900887,27,22,14,0.34365347170542243,0.8999316974707675,-0.24358516917618994
USR0057,3447.87,2911.73,703.53,-167.39,84.45,20.4,-4.85,Nunca,En riesgo,ACTIVO,0.8445010977792087,0.20404771641622219,-0.0485488141954308,-167.3900000000001,72,76315.21,1059.9334722222222,542.855,3622.24,1242.0519518960955,34,20,12,0.20404771641622219,0.8445010977792087,-0.0485488141954308
USR0058,3237.79,2135.02,761.71,341.06,65.94,23.53,10.53,Media,En observación,ACTIVO,0.6594065705311339,0.2352561469397336,0.10533728252913253,341.05999999999995,74,64473.799999999996,871.2675675675675,421.35,3195.34,1062.5008522153692,30,22,13,0.2352561469397336,0.6594065705311339,0.10533728252913253
USR0059,6393.63,3999.04,964.7,1429.89,62.55,15.09,22.36,Alta,En observación,ACTIVO,0.6254725406381039,0.15088455228094214,0.22364290708095402,1429.89,75,124711.98,1662.8264,818.13,6425.98,2159.345207110085,29,19,11,0.15088455228094214,0.6254725406381039,0.22364290708095402
USR0060,6026.68,4577.5,1212.19,236.99,75.95,20.11,3.93,Baja,En riesgo,ACTIVO,0.7595392488069717,0.20113727624496405,0.03932347494806428,236.99000000000024,74,127250.25,1719.597972972973,1029.18,6138.31,2035.6087585283196,29,19,13,0.20113727624496405,0.7595392488069717,0.03932347494806428
USR0061,2586.28,1435.51,989.23,161.54,55.5,38.25,6.25,Baja,En observación,ACTIVO,0.5550481773048548,0.3824914549082079,0.06246036778693721,161.5400000000002,73,48261.54,661.1169863013698,229.97,2643.92,913.913767220842,31,24,13,0.3824914549082079,0.5550481773048548,0.06246036778693721
USR0062,2272.22,1325.96,304.0,642.26,58.36,13.38,28.27,Alta,Saludable,ACTIVO,0.583552648951246,0.13378986189717545,0.2826574891515787,642.2599999999998,73,43178.16,591.4816438356165,87.92,5557.62,1003.2244957344814,28,30,12,0.13378986189717545,0.583552648951246,0.2826574891515787
USR0063,3452.4,2082.03,590.52,779.85,60.31,17.1,22.59,Alta,En observación,INACTIVO,0.603067431352103,0.17104622871046227,0.22588633993743482,779.8499999999999,79,66413.23,840.6737974683543,246.61,4368.39,1209.8923076554606,34,30,14,0.17104622871046227,0.603067431352103,0.22588633993743482
USR0064,3383.09,3315.33,287.26,-219.5,98.0,8.49,-6.49,Nunca,En riesgo,ACTIVO,0.9799709732818221,0.08491054036398676,-0.064881513645809,-219.49999999999977,72,80381.08,1116.403888888889,576.98,3481.54,1190.914030826099,27,26,12,0.08491054036398676,0.9799709732818221,-0.064881513645809
USR0065,3837.11,3625.12,297.53,-85.54,94.48,7.75,-2.23,Nunca,En riesgo,ACTIVO,0.9447526914787431,0.0775401278566421,-0.022292819335385225,-85.53999999999974,76,89546.84,1178.247894736842,761.2750000000001,3897.43,1272.2813958474394,29,23,15,0.0775401278566421,0.9447526914787431,-0.022292819335385225
USR0066,3340.37,1463.73,1783.65,92.98,43.82,53.4,2.78,Baja,En riesgo,ACTIVO,0.43819397252400183,0.5339677939868938,0.027835239808763703,92.98999999999978,74,57649.23,779.0436486486487,227.64,3289.23,1114.429806698972,24,28,13,0.5339677939868938,0.43819397252400183,0.027835239808763703
USR0067,2639.8,1648.76,986.18,4.85,62.46,37.36,0.18,Baja,En observación,ACTIVO,0.62457761951663,0.3735813319190847,0.0018372603985150387,4.860000000000241,73,51462.71,704.9686301369862,251.57,2697.77,914.9291646174265,33,26,13,0.3735813319190847,0.62457761951663,0.0018372603985150387
USR0068,1327.25,1058.04,681.4,-412.19,79.72,51.34,-31.06,Nunca,En riesgo,ACTIVO,0.7971670747786777,0.5133923526087776,-0.3105594273874553,-412.18999999999994,74,28623.41,386.80283783783784,85.83500000000001,1583.31,494.33624986182514,24,32,13,0.5133923526087776,0.7971670747786777,-0.3105594273874553
USR0069,3330.74,2492.55,627.36,210.83,74.83,18.84,6.33,Baja,En observación,ACTIVO,0.7483472141325953,0.1883545398319893,0.06329824603541556,210.8299999999996,79,69879.49,884.550506329114,435.97,3351.71,1094.3495219745355,28,30,15,0.1883545398319893,0.7483472141325953,0.06329824603541556
USR0070,6490.54,3919.28,678.0,1893.25,60.38,10.45,29.17,Alta,En observación,ACTIVO,0.6038449805409103,0.10445972137911484,0.2916937573761197,1893.2599999999998,73,124917.85,1711.2034246575342,489.8,11463.53,2570.7039358695224,25,22,13,0.10445972137911484,0.6038449805409103,0.2916937573761197
USR0071,4961.68,3032.63,488.23,1440.82,61.12,9.84,29.04,Alta,En observación,ACTIVO,0.6112103158607568,0.09840013866271101,0.2903895454765321,1440.8200000000002,77,95931.79000000001,1245.8674025974028,342.36,4996.99,1699.7360794464864,31,32,13,0.09840013866271101,0.6112103158607568,0.2903895454765321
USR0072,4922.26,3461.42,1890.08,-429.24,70.32,38.4,-8.72,Nunca,En observación,ACTIVO,0.7032176276750923,0.38398621771300173,-0.08720384538809409,-429.2399999999998,72,100604.13,1397.2795833333334,784.3050000000001,5075.27,1724.3770568506127,36,20,11,0.38398621771300173,0.7032176276750923,-0.08720384538809409
USR0073,5030.07,4334.23,234.91,460.92,86.17,4.67,9.16,Baja,En observación,ACTIVO,0.8616639529867377,0.046701139347961364,0.09163291962139693,460.9300000000002,74,112371.61,1518.5352702702703,697.065,5056.57,1724.9158363952677,28,27,13,0.046701139347961364,0.8616639529867377,0.09163291962139693
USR0074,2397.44,1818.05,466.43,112.95,75.83,19.46,4.71,Baja,En riesgo,INACTIVO,0.7583297183662573,0.19455335691404163,0.0471127536038441,112.9600000000001,72,50585.85,702.58125,353.04999999999995,2466.21,824.9594596952437,30,20,12,0.19455335691404163,0.7583297183662573,0.0471127536038441
USR0075,5732.18,3487.68,372.95,1871.55,60.84,6.51,32.65,Alta,En observación,INACTIVO,0.6084386742914563,0.0650625067600808,0.3264988189484629,1871.5500000000004,74,110638.22,1495.111081081081,510.12,5858.11,1981.6411717180613,33,31,13,0.0650625067600808,0.6084386742914563,0.3264988189484629
USR0076,1319.22,714.62,533.55,71.05,54.17,40.44,5.39,Baja,En riesgo,ACTIVO,0.5416988826730947,0.40444353481602763,0.05385758251087764,71.05000000000007,73,24406.16,334.3309589041096,104.9,1308.31,450.95032781758783,32,24,13,0.40444353481602763,0.5416988826730947,0.05385758251087764
USR0077,1872.45,1436.52,962.28,-526.35,76.72,51.39,-28.11,Nunca,En riesgo,ACTIVO,0.7671873748297685,0.513914924297044,-0.28110229912681245,-526.3499999999999,72,39707.58,551.4941666666667,115.235,3952.85,785.9977882987733,32,30,12,0.513914924297044,0.7671873748297685,-0.28110229912681245
USR0078,4905.3,3227.51,1356.8,320.99,65.8,27.66,6.54,Baja,En observación,ACTIVO,0.6579638350355738,0.27659878091044376,0.06543738405398243,320.99,77,97593.77,1267.4515584415585,537.2,4855.59,1616.942178453926,25,25,13,0.27659878091044376,0.6579638350355738,0.06543738405398243
USR0079,3683.19,1544.0,503.84,1635.35,41.92,13.68,44.4,Alta,Saludable,ACTIVO,0.4192018331935089,0.13679446349495952,0.44400370331153155,1635.3500000000001,74,62726.36,847.6535135135135,153.595,3753.63,1343.6893386222916,33,27,13,0.13679446349495952,0.4192018331935089,0.44400370331153155
USR0080,3623.73,3024.08,396.03,203.62,83.45,10.93,5.62,Baja,En observación,ACTIVO,0.834521335750732,0.10928794363818496,0.05619072061108306,203.62000000000012,72,79773.67,1107.9676388888888,437.27,3708.74,1290.1951787082264,32,30,11,0.10928794363818496,0.834521335750732,0.05619072061108306
USR0081,4375.11,2095.39,210.54,2069.19,47.89,4.81,47.29,Alta,Saludable,ACTIVO,0.4789342439390095,0.048122218641359876,0.4729458230764484,2069.18,73,77645.97,1063.6434246575343,324.66,4495.29,1528.044587347775,29,26,13,0.048122218641359876,0.4789342439390095,0.4729458230764484
USR0082,2293.76,2026.44,371.76,-104.43,88.35,16.21,-4.55,Nunca,En riesgo,ACTIVO,0.8834577287946428,0.16207449776785712,-0.045527866908482144,-104.43999999999983,75,51842.4,691.232,411.56,2271.92,744.9182519687756,30,21,13,0.16207449776785712,0.8834577287946428,-0.045527866908482144
USR0083,3050.86,2668.28,1184.11,-801.53,87.46,38.81,-26.27,Nunca,En riesgo,ACTIVO,0.8745992933140164,0.38812334882623256,-0.262722642140249,-801.53,72,68629.7,953.1902777777777,496.41,3142.37,1058.7132770317478,25,25,12,0.38812334882623256,0.8745992933140164,-0.262722642140249
USR0084,3823.51,2033.5,96.06,1693.94,53.18,2.51,44.3,Alta,Saludable,ACTIVO,0.5318411616551284,0.0251235121655233,0.44303271078145473,1693.9500000000003,72,70284.15000000001,976.1687500000002,215.685,3966.47,1382.4075345905715,28,28,11,0.0251235121655233,0.5318411616551284,0.44303271078145473
USR0085,6226.36,5660.35,412.86,153.15,90.91,6.63,2.46,Baja,En riesgo,ACTIVO,0.9090945592609487,0.06630840491073436,0.02459703582831703,153.1499999999993,75,142640.56,1901.8741333333332,904.8,6331.34,2192.4223196064117,30,27,12,0.06630840491073436,0.9090945592609487,0.02459703582831703
USR0086,3460.72,2963.47,385.97,111.27,85.63,11.15,3.22,Baja,En riesgo,ACTIVO,0.8563160267227629,0.11152881481310249,0.03215226889202247,111.27999999999997,77,77090.27,1001.1723376623377,430.14,3448.81,1150.6547111031775,31,27,14,0.11152881481310249,0.8563160267227629,0.03215226889202247
USR0087,4563.05,1772.06,360.19,2430.8,38.83,7.89,53.27,Alta,Saludable,ACTIVO,0.3883498975465971,0.07893623782338567,0.5327138646300172,2430.8,79,76021.3,962.2949367088607,198.22,4585.4,1566.6384713266493,34,29,15,0.07893623782338567,0.3883498975465971,0.5327138646300172
